index,raw_tick_uint32,intensity_int16,endianness
2596,65535,0,LE
2597,4294955261,0,LE
2598,3508338688,-1,LE
2599,0,-11970,LE
2600,65535,0,LE
2601,4294955359,0,LE
2602,3514892288,-1,LE
2603,0,-11869,LE
2604,65535,0,LE
2605,4294955461,0,LE
2606,3521708032,-1,LE
2607,0,-11764,LE
2608,65535,0,LE
2609,4294955569,0,LE
2610,3528851456,-1,LE
2611,0,-11652,LE
2612,65535,0,LE
2613,4294955682,0,LE
2614,3536388096,-1,LE
2615,0,-11535,LE
2616,65535,0,LE
2617,4294955801,0,LE
2618,3544383488,-1,LE
2619,0,-11411,LE
2620,65535,0,LE
2621,4294955928,0,LE
2622,3552837632,-1,LE
2623,0,-11279,LE
2624,65535,0,LE
2625,4294956063,0,LE
2626,3561816064,-1,LE
2627,0,-11139,LE
2628,65535,0,LE
2629,4294956206,0,LE
2630,3571449856,-1,LE
2631,0,-10989,LE
2632,65535,0,LE
2633,4294956358,0,LE
2634,3581607936,-1,LE
2635,0,-10831,LE
2636,65535,0,LE
2637,4294956520,0,LE
2638,3592421376,-1,LE
2639,0,-10663,LE
2640,65535,0,LE
2641,4294956690,0,LE
2642,3603759104,-1,LE
2643,0,-10487,LE
2644,65535,0,LE
2645,4294956870,0,LE
2646,3615752192,-1,LE
2647,0,-10302,LE
2648,65535,0,LE
2649,4294957058,0,LE
2650,3628204032,-1,LE
2651,0,-10108,LE
2652,65535,0,LE
2653,4294957254,0,LE
2654,3641311232,-1,LE
2655,0,-9906,LE
2656,65535,0,LE
2657,4294957459,0,LE
2658,3654811648,-1,LE
2659,0,-9697,LE
2660,65535,0,LE
2661,4294957670,0,LE
2662,3668836352,-1,LE
2663,0,-9482,LE
2664,65535,0,LE
2665,4294957887,0,LE
2666,3683123200,-1,LE
2667,0,-9262,LE
2668,65535,0,LE
2669,4294958108,0,LE
2670,3697737728,-1,LE
2671,0,-9039,LE
2672,65535,0,LE
2673,4294958332,0,LE
2674,3712417792,-1,LE
2675,0,-8814,LE
2676,65535,0,LE
2677,4294958557,0,LE
2678,3727097856,-1,LE
2679,0,-8590,LE
2680,65535,0,LE
2681,4294958781,0,LE
2682,3741777920,-1,LE
2683,0,-8367,LE
2684,65535,0,LE
2685,4294959002,0,LE
2686,3756195840,-1,LE
2687,0,-8149,LE
2688,65535,0,LE
2689,4294959218,0,LE
2690,3770220544,-1,LE
2691,0,-7937,LE
2692,65535,0,LE
2693,4294959427,0,LE
2694,3783720960,-1,LE
2695,0,-7734,LE
2696,65535,0,LE
2697,4294959627,0,LE
2698,3796631552,-1,LE
2699,0,-7541,LE
2700,65535,0,LE
2701,4294959817,0,LE
2702,3808755712,-1,LE
2703,0,-7360,LE
2704,65535,0,LE
2705,4294959994,0,LE
2706,3820093440,-1,LE
2707,0,-7191,LE
2708,65535,0,LE
2709,4294960158,0,LE
2710,3830579200,-1,LE
2711,0,-7035,LE
2712,65535,0,LE
2713,4294960310,0,LE
2714,3840212992,-1,LE
2715,0,-6892,LE
2716,65535,0,LE
2717,4294960448,0,LE
2718,3848994816,-1,LE
2719,0,-6763,LE
2720,65535,0,LE
2721,4294960573,0,LE
2722,3856924672,-1,LE
2723,0,-6647,LE
2724,65535,0,LE
2725,4294960684,0,LE
2726,3863871488,-1,LE
2727,0,-6545,LE
2728,65535,0,LE
2729,4294960782,0,LE
2730,3870031872,-1,LE
2731,0,-6455,LE
2732,65535,0,LE
2733,4294960868,0,LE
2734,3875405824,-1,LE
2735,0,-6377,LE
2736,65535,0,LE
2737,4294960942,0,LE
2738,3879993344,-1,LE
2739,0,-6311,LE
2740,65535,0,LE
2741,4294961005,0,LE
2742,3883859968,-1,LE
2743,0,-6256,LE
2744,65535,0,LE
2745,4294961056,0,LE
2746,3886940160,-1,LE
2747,0,-6213,LE
2748,65535,0,LE
2749,4294961095,0,LE
2750,3889233920,-1,LE
2751,0,-6183,LE
2752,65535,0,LE
2753,4294961120,0,LE
2754,3890610176,-1,LE
2755,0,-6166,LE
2756,65535,0,LE
2757,4294961131,0,LE
2758,3891003392,-1,LE
2759,0,-6166,LE
2760,65535,0,LE
2761,4294961127,0,LE
2762,3890348032,-1,LE
2763,0,-6181,LE
2764,65535,0,LE
2765,4294961106,0,LE
2766,3888644096,-1,LE
2767,0,-6213,LE
2768,65535,0,LE
2769,4294961069,0,LE
2770,3885760512,-1,LE
2771,0,-6262,LE
2772,65535,0,LE
2773,4294961014,0,LE
2774,3881828352,-1,LE
2775,0,-6328,LE
2776,65535,0,LE
2777,4294960941,0,LE
2778,3876651008,-1,LE
2779,0,-6413,LE
2780,65535,0,LE
2781,4294960850,0,LE
2782,3870294016,-1,LE
2783,0,-6516,LE
2784,65535,0,LE
2785,4294960742,0,LE
2786,3862757376,-1,LE
2787,0,-6636,LE
2788,65535,0,LE
2789,4294960616,0,LE
2790,3854237696,-1,LE
2791,0,-6772,LE
2792,65535,0,LE
2793,4294960476,0,LE
2794,3844734976,-1,LE
2795,0,-6921,LE
2796,65535,0,LE
2797,4294960322,0,LE
2798,3834380288,-1,LE
2799,0,-7083,LE
2800,65535,0,LE
2801,4294960157,0,LE
2802,3823304704,-1,LE
2803,0,-7255,LE
2804,65535,0,LE
2805,4294959981,0,LE
2806,3811639296,-1,LE
2807,0,-7436,LE
2808,65535,0,LE
2809,4294959797,0,LE
2810,3799384064,-1,LE
2811,0,-7626,LE
2812,65535,0,LE
2813,4294959606,0,LE
2814,3786735616,-1,LE
2815,0,-7821,LE
2816,65535,0,LE
2817,4294959409,0,LE
2818,3773693952,-1,LE
2819,0,-8021,LE
2820,65535,0,LE
2821,4294959207,0,LE
2822,3760455680,-1,LE
2823,0,-8224,LE
2824,65535,0,LE
2825,4294959003,0,LE
2826,3747020800,-1,LE
2827,0,-8430,LE
2828,65535,0,LE
2829,4294958798,0,LE
2830,3733520384,-1,LE
2831,0,-8636,LE
2832,65535,0,LE
2833,4294958591,0,LE
2834,3719954432,-1,LE
2835,0,-8843,LE
2836,65535,0,LE
2837,4294958384,0,LE
2838,3706388480,-1,LE
2839,0,-9050,LE
2840,65535,0,LE
2841,4294958178,0,LE
2842,3692953600,-1,LE
2843,0,-9254,LE
2844,65535,0,LE
2845,4294957975,0,LE
2846,3679715328,-1,LE
2847,0,-9454,LE
2848,65535,0,LE
2849,4294957777,0,LE
2850,3666804736,-1,LE
2851,0,-9649,LE
2852,65535,0,LE
2853,4294957584,0,LE
2854,3654352896,-1,LE
2855,0,-9837,LE
2856,65535,0,LE
2857,4294957399,0,LE
2858,3642425344,-1,LE
2859,0,-10017,LE
2860,65535,0,LE
2861,4294957221,0,LE
2862,3630956544,-1,LE
2863,0,-10188,LE
2864,65535,0,LE
2865,4294957053,0,LE
2866,3620143104,-1,LE
2867,0,-10350,LE
2868,65535,0,LE
2869,4294956894,0,LE
2870,3609919488,-1,LE
2871,0,-10502,LE
2872,65535,0,LE
2873,4294956745,0,LE
2874,3600351232,-1,LE
2875,0,-10645,LE
2876,65535,0,LE
2877,4294956606,0,LE
2878,3591503872,-1,LE
2879,0,-10778,LE
2880,65535,0,LE
2881,4294956476,0,LE
2882,3583180800,-1,LE
2883,0,-10901,LE
2884,65535,0,LE
2885,4294956355,0,LE
2886,3575382016,-1,LE
2887,0,-11018,LE
2888,65535,0,LE
2889,4294956241,0,LE
2890,3568041984,-1,LE
2891,0,-11128,LE
2892,65535,0,LE
2893,4294956132,0,LE
2894,3561029632,-1,LE
2895,0,-11234,LE
2896,65535,0,LE
2897,4294956028,0,LE
2898,3554279424,-1,LE
2899,0,-11336,LE
2900,65535,0,LE
2901,4294955926,0,LE
2902,3547660288,-1,LE
2903,0,-11436,LE
2904,65535,0,LE
2905,4294955827,0,LE
2906,3541172224,-1,LE
2907,0,-11534,LE
2908,65535,0,LE
2909,4294955729,0,LE
2910,3534815232,-1,LE
2911,0,-11630,LE
2912,65535,0,LE
2913,4294955634,0,LE
2914,3528589312,-1,LE
2915,0,-11725,LE
2916,65535,0,LE
2917,4294955539,0,LE
2918,3522428928,-1,LE
2919,0,-11820,LE
2920,65535,0,LE
2921,4294955445,0,LE
2922,3516268544,-1,LE
2923,0,-11913,LE
2924,65535,0,LE
2925,4294955352,0,LE
2926,3510173696,-1,LE
2927,0,-12005,LE
2928,65535,0,LE
2929,4294955260,0,LE
2930,3504209920,-1,LE
2931,0,-12096,LE
2932,65535,0,LE
2933,4294955171,0,LE
2934,3498377216,-1,LE
2935,0,-12184,LE
2936,65535,0,LE
2937,4294955084,0,LE
2938,3492806656,-1,LE
2939,0,-12268,LE
2940,65535,0,LE
2941,4294955001,0,LE
2942,3487432704,-1,LE
2943,0,-12349,LE
2944,65535,0,LE
2945,4294954921,0,LE
2946,3482255360,-1,LE
2947,0,-12427,LE
2948,65535,0,LE
2949,4294954844,0,LE
2950,3477274624,-1,LE
2951,0,-12502,LE
2952,65535,0,LE
2953,4294954769,0,LE
2954,3472424960,-1,LE
2955,0,-12575,LE
2956,65535,0,LE
2957,4294954697,0,LE
2958,3467706368,-1,LE
2959,0,-12647,LE
2960,65535,0,LE
2961,4294954625,0,LE
2962,3463053312,-1,LE
2963,0,-12717,LE
2964,65535,0,LE
2965,4294954555,0,LE
2966,3458465792,-1,LE
2967,0,-12787,LE
2968,65535,0,LE
2969,4294954486,0,LE
2970,3453943808,-1,LE
2971,0,-12856,LE
2972,65535,0,LE
2973,4294954417,0,LE
2974,3449421824,-1,LE
2975,0,-12925,LE
2976,65535,0,LE
2977,4294954347,0,LE
2978,3444834304,-1,LE
2979,0,-12996,LE
2980,65535,0,LE
2981,4294954276,0,LE
2982,3440115712,-1,LE
2983,0,-13068,LE
2984,65535,0,LE
2985,4294954203,0,LE
2986,3435266048,-1,LE
2987,0,-13143,LE
2988,65535,0,LE
2989,4294954128,0,LE
2990,3430350848,-1,LE
2991,0,-13219,LE
2992,65535,0,LE
2993,4294954051,0,LE
2994,3425304576,-1,LE
2995,0,-13296,LE
2996,65535,0,LE
2997,4294953974,0,LE
2998,3420192768,-1,LE
2999,0,-13374,LE
3000,65535,0,LE
3001,4294953896,0,LE
3002,3415146496,-1,LE
3003,0,-13451,LE
3004,65535,0,LE
3005,4294953820,0,LE
3006,3410165760,-1,LE
3007,0,-13525,LE
3008,65535,0,LE
3009,4294953746,0,LE
3010,3405381632,-1,LE
3011,0,-13597,LE
3012,65535,0,LE
3013,4294953676,0,LE
3014,3400859648,-1,LE
3015,0,-13664,LE
3016,65535,0,LE
3017,4294953610,0,LE
3018,3396730880,-1,LE
3019,0,-13726,LE
3020,65535,0,LE
3021,4294953551,0,LE
3022,3392995328,-1,LE
3023,0,-13781,LE
3024,65535,0,LE
3025,4294953499,0,LE
3026,3389784064,-1,LE
3027,0,-13826,LE
3028,65535,0,LE
3029,4294953457,0,LE
3030,3387293696,-1,LE
3031,0,-13860,LE
3032,65535,0,LE
3033,4294953427,0,LE
3034,3385524224,-1,LE
3035,0,-13883,LE
3036,65535,0,LE
3037,4294953408,0,LE
3038,3384606720,-1,LE
3039,0,-13893,LE
3040,65535,0,LE
3041,4294953402,0,LE
3042,3384475648,-1,LE
3043,0,-13891,LE
3044,65535,0,LE
3045,4294953408,0,LE
3046,3385065472,-1,LE
3047,0,-13878,LE
3048,65535,0,LE
3049,4294953424,0,LE
3050,3386376192,-1,LE
3051,0,-13855,LE
3052,65535,0,LE
3053,4294953451,0,LE
3054,3388342272,-1,LE
3055,0,-13823,LE
3056,65535,0,LE
3057,4294953486,0,LE
3058,3390767104,-1,LE
3059,0,-13784,LE
3060,65535,0,LE
3061,4294953527,0,LE
3062,3393585152,-1,LE
3063,0,-13739,LE
3064,65535,0,LE
3065,4294953573,0,LE
3066,3396730880,-1,LE
3067,0,-13690,LE
3068,65535,0,LE
3069,4294953622,0,LE
3070,3399942144,-1,LE
3071,0,-13641,LE
3072,65535,0,LE
3073,4294953671,0,LE
3074,3403087872,-1,LE
3075,0,-13594,LE
3076,65535,0,LE
3077,4294953717,0,LE
3078,3406036992,-1,LE
3079,0,-13550,LE
3080,65535,0,LE
3081,4294953759,0,LE
3082,3408658432,-1,LE
3083,0,-13512,LE
3084,65535,0,LE
3085,4294953795,0,LE
3086,3410886656,-1,LE
3087,0,-13480,LE
3088,65535,0,LE
3089,4294953825,0,LE
3090,3412721664,-1,LE
3091,0,-13454,LE
3092,65535,0,LE
3093,4294953850,0,LE
3094,3414228992,-1,LE
3095,0,-13433,LE
3096,65535,0,LE
3097,4294953869,0,LE
3098,3415408640,-1,LE
3099,0,-13416,LE
3100,65535,0,LE
3101,4294953885,0,LE
3102,3416391680,-1,LE
3103,0,-13402,LE
3104,65535,0,LE
3105,4294953898,0,LE
3106,3417243648,-1,LE
3107,0,-13389,LE
3108,65535,0,LE
3109,4294953911,0,LE
3110,3418095616,-1,LE
3111,0,-13376,LE
3112,65535,0,LE
3113,4294953925,0,LE
3114,3419013120,-1,LE
3115,0,-13360,LE
3116,65535,0,LE
3117,4294953942,0,LE
3118,3420258304,-1,LE
3119,0,-13340,LE
3120,65535,0,LE
3121,4294953964,0,LE
3122,3421831168,-1,LE
3123,0,-13313,LE
3124,65535,0,LE
3125,4294953993,0,LE
3126,3423928320,-1,LE
3127,0,-13279,LE
3128,65535,0,LE
3129,4294954031,0,LE
3130,3426549760,-1,LE
3131,0,-13236,LE
3132,65535,0,LE
3133,4294954076,0,LE
3134,3429629952,-1,LE
3135,0,-13186,LE
3136,65535,0,LE
3137,4294954128,0,LE
3138,3433234432,-1,LE
3139,0,-13129,LE
3140,65535,0,LE
3141,4294954188,0,LE
3142,3437297664,-1,LE
3143,0,-13066,LE
3144,65535,0,LE
3145,4294954252,0,LE
3146,3441623040,-1,LE
3147,0,-12998,LE
3148,65535,0,LE
3149,4294954321,0,LE
3150,3446210560,-1,LE
3151,0,-12927,LE
3152,65535,0,LE
3153,4294954393,0,LE
3154,3450929152,-1,LE
3155,0,-12854,LE
3156,65535,0,LE
3157,4294954466,0,LE
3158,3455778816,-1,LE
3159,0,-12780,LE
3160,65535,0,LE
3161,4294954540,0,LE
3162,3460562944,-1,LE
3163,0,-12708,LE
3164,65535,0,LE
3165,4294954612,0,LE
3166,3465216000,-1,LE
3167,0,-12638,LE
3168,65535,0,LE
3169,4294954681,0,LE
3170,3469672448,-1,LE
3171,0,-12572,LE
3172,65535,0,LE
3173,4294954745,0,LE
3174,3473801216,-1,LE
3175,0,-12510,LE
3176,65535,0,LE
3177,4294954806,0,LE
3178,3477667840,-1,LE
3179,0,-12452,LE
3180,65535,0,LE
3181,4294954862,0,LE
3182,3481272320,-1,LE
3183,0,-12399,LE
3184,65535,0,LE
3185,4294954914,0,LE
3186,3484549120,-1,LE
3187,0,-12350,LE
3188,65535,0,LE
3189,4294954961,0,LE
3190,3487563776,-1,LE
3191,0,-12305,LE
3192,65535,0,LE
3193,4294955005,0,LE
3194,3490316288,-1,LE
3195,0,-12264,LE
3196,65535,0,LE
3197,4294955044,0,LE
3198,3492872192,-1,LE
3199,0,-12227,LE
3200,65535,0,LE
3201,4294955081,0,LE
3202,3495231488,-1,LE
3203,0,-12192,LE
3204,65535,0,LE
3205,4294955115,0,LE
3206,3497394176,-1,LE
3207,0,-12159,LE
3208,65535,0,LE
3209,4294955148,0,LE
3210,3499556864,-1,LE
3211,0,-12126,LE
3212,65535,0,LE
3213,4294955181,0,LE
3214,3501654016,-1,LE
3215,0,-12094,LE
3216,65535,0,LE
3217,4294955213,0,LE
3218,3503816704,-1,LE
3219,0,-12061,LE
3220,65535,0,LE
3221,4294955245,0,LE
3222,3505979392,-1,LE
3223,0,-12028,LE
3224,65535,0,LE
3225,4294955279,0,LE
3226,3508142080,-1,LE
3227,0,-11994,LE
3228,65535,0,LE
3229,4294955313,0,LE
3230,3510435840,-1,LE
3231,0,-11959,LE
3232,65535,0,LE
3233,4294955350,0,LE
3234,3512860672,-1,LE
3235,0,-11921,LE
3236,65535,0,LE
3237,4294955388,0,LE
3238,3515416576,-1,LE
3239,0,-11881,LE
3240,65535,0,LE
3241,4294955428,0,LE
3242,3518103552,-1,LE
3243,0,-11840,LE
3244,65535,0,LE
3245,4294955470,0,LE
3246,3520856064,-1,LE
3247,0,-11798,LE
3248,65535,0,LE
3249,4294955512,0,LE
3250,3523608576,-1,LE
3251,0,-11756,LE
3252,65535,0,LE
3253,4294955553,0,LE
3254,3526295552,-1,LE
3255,0,-11716,LE
3256,65535,0,LE
3257,4294955593,0,LE
3258,3528785920,-1,LE
3259,0,-11679,LE
3260,65535,0,LE
3261,4294955629,0,LE
3262,3531145216,-1,LE
3263,0,-11644,LE
3264,65535,0,LE
3265,4294955662,0,LE
3266,3533176832,-1,LE
3267,0,-11614,LE
3268,65535,0,LE
3269,4294955691,0,LE
3270,3535011840,-1,LE
3271,0,-11588,LE
3272,65535,0,LE
3273,4294955715,0,LE
3274,3536388096,-1,LE
3275,0,-11569,LE
3276,65535,0,LE
3277,4294955732,0,LE
3278,3537305600,-1,LE
3279,0,-11558,LE
3280,65535,0,LE
3281,4294955741,0,LE
3282,3537764352,-1,LE
3283,0,-11554,LE
3284,65535,0,LE
3285,4294955741,0,LE
3286,3537633280,-1,LE
3287,0,-11558,LE
3288,65535,0,LE
3289,4294955735,0,LE
3290,3537043456,-1,LE
3291,0,-11570,LE
3292,65535,0,LE
3293,4294955721,0,LE
3294,3535929344,-1,LE
3295,0,-11588,LE
3296,65535,0,LE
3297,4294955700,0,LE
3298,3534487552,-1,LE
3299,0,-11612,LE
3300,65535,0,LE
3301,4294955675,0,LE
3302,3532718080,-1,LE
3303,0,-11640,LE
3304,65535,0,LE
3305,4294955646,0,LE
3306,3530752000,-1,LE
3307,0,-11671,LE
3308,65535,0,LE
3309,4294955614,0,LE
3310,3528589312,-1,LE
3311,0,-11705,LE
3312,65535,0,LE
3313,4294955579,0,LE
3314,3526361088,-1,LE
3315,0,-11740,LE
3316,65535,0,LE
3317,4294955544,0,LE
3318,3524001792,-1,LE
3319,0,-11775,LE
3320,65535,0,LE
3321,4294955509,0,LE
3322,3521773568,-1,LE
3323,0,-11809,LE
3324,65535,0,LE
3325,4294955476,0,LE
3326,3519676416,-1,LE
3327,0,-11841,LE
3328,65535,0,LE
3329,4294955446,0,LE
3330,3517710336,-1,LE
3331,0,-11869,LE
3332,65535,0,LE
3333,4294955419,0,LE
3334,3516071936,-1,LE
3335,0,-11893,LE
3336,65535,0,LE
3337,4294955396,0,LE
3338,3514630144,-1,LE
3339,0,-11913,LE
3340,65535,0,LE
3341,4294955377,0,LE
3342,3513450496,-1,LE
3343,0,-11931,LE
3344,65535,0,LE
3345,4294955360,0,LE
3346,3512401920,-1,LE
3347,0,-11946,LE
3348,65535,0,LE
3349,4294955346,0,LE
3350,3511484416,-1,LE
3351,0,-11959,LE
3352,65535,0,LE
3353,4294955333,0,LE
3354,3510697984,-1,LE
3355,0,-11970,LE
3356,65535,0,LE
3357,4294955322,0,LE
3358,3510042624,-1,LE
3359,0,-11980,LE
3360,65535,0,LE
3361,4294955312,0,LE
3362,3509452800,-1,LE
3363,0,-11989,LE
3364,65535,0,LE
3365,4294955304,0,LE
3366,3508862976,-1,LE
3367,0,-11998,LE
3368,65535,0,LE
3369,4294955296,0,LE
3370,3508338688,-1,LE
3371,0,-12006,LE
3372,65535,0,LE
3373,4294955287,0,LE
3374,3507748864,-1,LE
3375,0,-12015,LE
3376,65535,0,LE
3377,4294955278,0,LE
3378,3507159040,-1,LE
3379,0,-12024,LE
3380,65535,0,LE
3381,4294955269,0,LE
3382,3506503680,-1,LE
3383,0,-12034,LE
3384,65535,0,LE
3385,4294955259,0,LE
3386,3505848320,-1,LE
3387,0,-12044,LE
3388,65535,0,LE
3389,4294955250,0,LE
3390,3505324032,-1,LE
3391,0,-12052,LE
3392,65535,0,LE
3393,4294955241,0,LE
3394,3504734208,-1,LE
3395,0,-12060,LE
3396,65535,0,LE
3397,4294955234,0,LE
3398,3504340992,-1,LE
3399,0,-12066,LE
3400,65535,0,LE
3401,4294955229,0,LE
3402,3504078848,-1,LE
3403,0,-12070,LE
3404,65535,0,LE
3405,4294955226,0,LE
3406,3503882240,-1,LE
3407,0,-12071,LE
3408,65535,0,LE
3409,4294955225,0,LE
3410,3503882240,-1,LE
3411,0,-12070,LE
3412,65535,0,LE
3413,4294955226,0,LE
3414,3504013312,-1,LE
3415,0,-12067,LE
3416,65535,0,LE
3417,4294955230,0,LE
3418,3504340992,-1,LE
3419,0,-12061,LE
3420,65535,0,LE
3421,4294955237,0,LE
3422,3504865280,-1,LE
3423,0,-12053,LE
3424,65535,0,LE
3425,4294955246,0,LE
3426,3505455104,-1,LE
3427,0,-12044,LE
3428,65535,0,LE
3429,4294955256,0,LE
3430,3506176000,-1,LE
3431,0,-12032,LE
3432,65535,0,LE
3433,4294955268,0,LE
3434,3506962432,-1,LE
3435,0,-12020,LE
3436,65535,0,LE
3437,4294955280,0,LE
3438,3507748864,-1,LE
3439,0,-12008,LE
3440,65535,0,LE
3441,4294955292,0,LE
3442,3508535296,-1,LE
3443,0,-11997,LE
3444,65535,0,LE
3445,4294955303,0,LE
3446,3509190656,-1,LE
3447,0,-11986,LE
3448,65535,0,LE
3449,4294955313,0,LE
3450,3509846016,-1,LE
3451,0,-11978,LE
3452,65535,0,LE
3453,4294955320,0,LE
3454,3510239232,-1,LE
3455,0,-11972,LE
3456,65535,0,LE
3457,4294955325,0,LE
3458,3510501376,-1,LE
3459,0,-11970,LE
3460,65535,0,LE
3461,4294955327,0,LE
3462,3510566912,-1,LE
3463,0,-11969,LE
3464,65535,0,LE
3465,4294955327,0,LE
3466,3510501376,-1,LE
3467,0,-11970,LE
3468,65535,0,LE
3469,4294955325,0,LE
3470,3510370304,-1,LE
3471,0,-11974,LE
3472,65535,0,LE
3473,4294955321,0,LE
3474,3510108160,-1,LE
3475,0,-11978,LE
3476,65535,0,LE
3477,4294955316,0,LE
3478,3509780480,-1,LE
3479,0,-11983,LE
3480,65535,0,LE
3481,4294955311,0,LE
3482,3509387264,-1,LE
3483,0,-11988,LE
3484,65535,0,LE
3485,4294955307,0,LE
3486,3509125120,-1,LE
3487,0,-11992,LE
3488,65535,0,LE
3489,4294955303,0,LE
3490,3508994048,-1,LE
3491,0,-11994,LE
3492,65535,0,LE
3493,4294955302,0,LE
3494,3508928512,-1,LE
3495,0,-11993,LE
3496,65535,0,LE
3497,4294955304,0,LE
3498,3509125120,-1,LE
3499,0,-11989,LE
3500,65535,0,LE
3501,4294955309,0,LE
3502,3509583872,-1,LE
3503,0,-11981,LE
3504,65535,0,LE
3505,4294955318,0,LE
3506,3510239232,-1,LE
3507,0,-11970,LE
3508,65535,0,LE
3509,4294955331,0,LE
3510,3511091200,-1,LE
3511,0,-11956,LE
3512,65535,0,LE
3513,4294955345,0,LE
3514,3512139776,-1,LE
3515,0,-11939,LE
3516,65535,0,LE
3517,4294955363,0,LE
3518,3513319424,-1,LE
3519,0,-11921,LE
3520,65535,0,LE
3521,4294955382,0,LE
3522,3514564608,-1,LE
3523,0,-11901,LE
3524,65535,0,LE
3525,4294955402,0,LE
3526,3515875328,-1,LE
3527,0,-11882,LE
3528,65535,0,LE
3529,4294955421,0,LE
3530,3517120512,-1,LE
3531,0,-11863,LE
3532,65535,0,LE
3533,4294955439,0,LE
3534,3518300160,-1,LE
3535,0,-11846,LE
3536,65535,0,LE
3537,4294955455,0,LE
3538,3519283200,-1,LE
3539,0,-11832,LE
3540,65535,0,LE
3541,4294955468,0,LE
3542,3520069632,-1,LE
3543,0,-11821,LE
3544,65535,0,LE
3545,4294955477,0,LE
3546,3520528384,-1,LE
3547,0,-11815,LE
3548,65535,0,LE
3549,4294955483,0,LE
3550,3520790528,-1,LE
3551,0,-11812,LE
3552,65535,0,LE
3553,4294955484,0,LE
3554,3520790528,-1,LE
3555,0,-11814,LE
3556,65535,0,LE
3557,4294955481,0,LE
3558,3520593920,-1,LE
3559,0,-11818,LE
3560,65535,0,LE
3561,4294955476,0,LE
3562,3520200704,-1,LE
3563,0,-11825,LE
3564,65535,0,LE
3565,4294955469,0,LE
3566,3519676416,-1,LE
3567,0,-11832,LE
3568,65535,0,LE
3569,4294955461,0,LE
3570,3519217664,-1,LE
3571,0,-11839,LE
3572,65535,0,LE
3573,4294955455,0,LE
3574,3518889984,-1,LE
3575,0,-11843,LE
3576,65535,0,LE
3577,4294955452,0,LE
3578,3518693376,-1,LE
3579,0,-11845,LE
3580,65535,0,LE
3581,4294955452,0,LE
3582,3518824448,-1,LE
3583,0,-11841,LE
3584,65535,0,LE
3585,4294955457,0,LE
3586,3519283200,-1,LE
3587,0,-11832,LE
3588,65535,0,LE
3589,4294955468,0,LE
3590,3520135168,-1,LE
3591,0,-11817,LE
3592,65535,0,LE
3593,4294955486,0,LE
3594,3521445888,-1,LE
3595,0,-11794,LE
3596,65535,0,LE
3597,4294955511,0,LE
3598,3523280896,-1,LE
3599,0,-11765,LE
3600,65535,0,LE
3601,4294955543,0,LE
3602,3525509120,-1,LE
3603,0,-11729,LE
3604,65535,0,LE
3605,4294955580,0,LE
3606,3527999488,-1,LE
3607,0,-11689,LE
3608,65535,0,LE
3609,4294955621,0,LE
3610,3530752000,-1,LE
3611,0,-11647,LE
3612,65535,0,LE
3613,4294955663,0,LE
3614,3533504512,-1,LE
3615,0,-11606,LE
3616,65535,0,LE
3617,4294955704,0,LE
3618,3536125952,-1,LE
3619,0,-11566,LE
3620,65535,0,LE
3621,4294955742,0,LE
3622,3538485248,-1,LE
3623,0,-11532,LE
3624,65535,0,LE
3625,4294955774,0,LE
3626,3540451328,-1,LE
3627,0,-11505,LE
3628,65535,0,LE
3629,4294955798,0,LE
3630,3541827584,-1,LE
3631,0,-11487,LE
3632,65535,0,LE
3633,4294955813,0,LE
3634,3542548480,-1,LE
3635,0,-11480,LE
3636,65535,0,LE
3637,4294955816,0,LE
3638,3542548480,-1,LE
3639,0,-11484,LE
3640,65535,0,LE
3641,4294955808,0,LE
3642,3541696512,-1,LE
3643,0,-11500,LE
3644,65535,0,LE
3645,4294955788,0,LE
3646,3540189184,-1,LE
3647,0,-11527,LE
3648,65535,0,LE
3649,4294955759,0,LE
3650,3538092032,-1,LE
3651,0,-11562,LE
3652,65535,0,LE
3653,4294955721,0,LE
3654,3535470592,-1,LE
3655,0,-11604,LE
3656,65535,0,LE
3657,4294955677,0,LE
3658,3532521472,-1,LE
3659,0,-11650,LE
3660,65535,0,LE
3661,4294955631,0,LE
3662,3529441280,-1,LE
3663,0,-11696,LE
3664,65535,0,LE
3665,4294955584,0,LE
3666,3526492160,-1,LE
3667,0,-11741,LE
3668,65535,0,LE
3669,4294955541,0,LE
3670,3523739648,-1,LE
3671,0,-11781,LE
3672,65535,0,LE
3673,4294955503,0,LE
3674,3521380352,-1,LE
3675,0,-11815,LE
3676,65535,0,LE
3677,4294955472,0,LE
3678,3519545344,-1,LE
3679,0,-11839,LE
3680,65535,0,LE
3681,4294955451,0,LE
3682,3518365696,-1,LE
3683,0,-11854,LE
3684,65535,0,LE
3685,4294955440,0,LE
3686,3517841408,-1,LE
3687,0,-11858,LE
3688,65535,0,LE
3689,4294955438,0,LE
3690,3517972480,-1,LE
3691,0,-11854,LE
3692,65535,0,LE
3693,4294955446,0,LE
3694,3518627840,-1,LE
3695,0,-11841,LE
3696,65535,0,LE
3697,4294955461,0,LE
3698,3519741952,-1,LE
3699,0,-11822,LE
3700,65535,0,LE
3701,4294955482,0,LE
3702,3521249280,-1,LE
3703,0,-11797,LE
3704,65535,0,LE
3705,4294955508,0,LE
3706,3523018752,-1,LE
3707,0,-11769,LE
3708,65535,0,LE
3709,4294955536,0,LE
3710,3524919296,-1,LE
3711,0,-11740,LE
3712,65535,0,LE
3713,4294955565,0,LE
