index,t_start_min,t_end_min,rt_min,apex_intensity,area,pct_area,measure_value
1,2.4675,2.6483,2.5175,0.09010499715805052,0.00530455,2.232,0.00530455
2,3.1533,3.2092,3.1825,0.0013352000387385488,4.18178e-05,0.018,4.18178e-05
3,10.5525,11.5525,10.7858,1.2552138566970823,0.232038,97.623,0.232038
4,18.9933,19.0800,19.0325,0.0003009999927598983,1.58066e-05,0.007,1.58066e-05
5,23.7775,23.8992,23.8342,0.004124400205910206,0.000287757,0.121,0.000287757
