time_AU,intensity
0.000000000000000000e+00,0.000000000000000000e+00
8.333333457509676905e-04,0.000000000000000000e+00
1.666666691501935381e-03,-4.800000169780105352e-06
2.500000037252903071e-03,-9.800000043469481170e-06
3.333333383003870762e-03,-1.470000006520422176e-05
4.166666728754838019e-03,-1.970000084838829935e-05
5.000000074505806143e-03,-2.470000072207767516e-05
5.833333420256773399e-03,-2.970000059576705098e-05
6.666666766007741524e-03,-3.469999865046702325e-05
7.500000111758708780e-03,-3.970000034314580262e-05
8.333333457509676037e-03,-4.479999915929511189e-05
9.166666803260644161e-03,-4.980000085197389126e-05
1.000000014901161229e-02,-5.479999890667386353e-05
1.083333349476258041e-02,-5.980000059935264289e-05
1.166666684051354680e-02,-6.479999865405261517e-05
1.250000018626451492e-02,-6.969999958528205752e-05
1.333333353201548305e-02,-7.470000127796083689e-05
1.416666687776644944e-02,-7.960000220919027925e-05
1.500000022351741756e-02,-8.440000237897038460e-05
1.583333356926838395e-02,-8.930000331019982696e-05
1.666666691501935207e-02,-9.410000347997993231e-05
1.750000026077032020e-02,-9.880000288831070065e-05
1.833333360652128832e-02,-1.035000022966414690e-04
1.916666695227225645e-02,-1.082000017049722373e-04
2.000000029802322457e-02,-1.128000003518536687e-04
2.083333364377419269e-02,-1.173999989987351000e-04
2.166666698952516082e-02,-1.218999968841671944e-04
2.250000033527612547e-02,-1.264000020455569029e-04
2.333333368102709360e-02,-1.309000072069466114e-04
2.416666702677806172e-02,-1.352999970549717546e-04
2.500000037252902985e-02,-1.397000014549121261e-04
2.583333371827999797e-02,-1.440000050934031606e-04
2.666666706403096609e-02,-1.482999941799789667e-04
2.750000040978193422e-02,-1.524999970570206642e-04
2.833333375553289887e-02,-1.566999999340623617e-04
2.916666710128386700e-02,-1.609000028111040592e-04
3.000000044703483512e-02,-1.650000049266964197e-04
3.083333379278580325e-02,-1.691000070422887802e-04
3.166666713853676790e-02,-1.731999946059659123e-04
3.250000048428773602e-02,-1.771999959601089358e-04
3.333333383003870415e-02,-1.811999973142519593e-04
3.416666717578967227e-02,-1.850999979069456458e-04
3.500000052154064040e-02,-1.889999984996393323e-04
3.583333386729160852e-02,-1.928999990923330188e-04
3.666666721304257665e-02,-1.967999996850267053e-04
3.750000055879354477e-02,-2.007000002777203918e-04
3.833333390454451289e-02,-2.045000001089647412e-04
3.916666725029548102e-02,-2.082999999402090907e-04
4.000000059604644914e-02,-2.120999997714534402e-04
4.083333394179741727e-02,-2.158999996026977897e-04
4.166666728754838539e-02,-2.196999994339421391e-04
4.250000063329935351e-02,-2.236000000266358256e-04
4.333333397905032164e-02,-2.273999998578801751e-04
4.416666732480128282e-02,-2.311999996891245246e-04
4.500000067055225095e-02,-2.349999995203688741e-04
4.583333401630321907e-02,-2.387999993516132236e-04
4.666666736205418720e-02,-2.425999991828575730e-04
4.750000070780515532e-02,-2.465000143274664879e-04
4.833333405355612344e-02,-2.503999858163297176e-04
4.916666739930709157e-02,-2.542999864090234041e-04
5.000000074505805969e-02,-2.581999870017170906e-04
5.083333409080902782e-02,-2.621999883558601141e-04
5.166666743655999594e-02,-2.661999897100031376e-04
5.250000078231096406e-02,-2.701999910641461611e-04
5.333333412806193219e-02,-2.742999931797385216e-04
5.416666747381290031e-02,-2.783999952953308821e-04
5.500000081956386844e-02,-2.825999981723725796e-04
5.583333416531483656e-02,-2.868000010494142771e-04
5.666666751106579775e-02,-2.910000039264559746e-04
5.750000085681676587e-02,-2.954000083263963461e-04
5.833333420256773399e-02,-2.998000127263367176e-04
5.916666754831870212e-02,-3.041999880224466324e-04
6.000000089406967024e-02,-3.086999931838363409e-04
6.083333423982063837e-02,-3.132999991066753864e-04
6.166666758557160649e-02,-3.180000057909637690e-04
6.250000093132257462e-02,-3.228000132367014885e-04
6.333333427707353580e-02,-3.275999915786087513e-04
6.416666762282451086e-02,-3.324999997857958078e-04
6.500000096857547205e-02,-3.374000079929828644e-04
6.583333431432644711e-02,-3.424999886192381382e-04
6.666666766007740830e-02,-3.474999975878745317e-04
6.750000100582838336e-02,-3.527000080794095993e-04
6.833333435157934455e-02,-3.578999894671142101e-04
6.916666769733031961e-02,-3.632000007200986147e-04
7.000000104308128079e-02,-3.685000119730830193e-04
7.083333438883225586e-02,-3.739999956451356411e-04
7.166666773458321704e-02,-3.794000076595693827e-04
7.250000108033419211e-02,-3.848999913316220045e-04
7.333333442608515329e-02,-3.904000041075050831e-04
7.416666777183612835e-02,-3.959999885410070419e-04
7.500000111758708954e-02,-4.016000020783394575e-04
7.583333446333805072e-02,-4.071999865118414164e-04
7.666666780908902579e-02,-4.128000000491738319e-04
7.750000115483998697e-02,-4.184000135865062475e-04
7.833333450059096204e-02,-4.239999980200082064e-04
7.916666784634192322e-02,-4.296000115573406219e-04
8.000000119209289828e-02,-4.351999959908425808e-04
8.083333453784385947e-02,-4.408000095281749964e-04
8.166666788359483453e-02,-4.463999939616769552e-04
8.250000122934579572e-02,-4.519000067375600338e-04
8.333333457509677078e-02,-4.573999904096126556e-04
8.416666792084773197e-02,-4.629000031854957342e-04
8.500000126659870703e-02,-4.682999860960990191e-04
8.583333461234966821e-02,-4.736999981105327606e-04
8.666666795810064328e-02,-4.791000101249665022e-04
8.750000130385160446e-02,-4.842999915126711130e-04
8.833333464960256565e-02,-4.895000020042061806e-04
8.916666799535354071e-02,-4.945999826304614544e-04
9.000000134110450190e-02,-4.997000214643776417e-04
9.083333468685547696e-02,-5.047000013291835785e-04
9.166666803260643814e-02,-5.095999804325401783e-04
9.250000137835741321e-02,-5.144000169821083546e-04
9.333333472410837439e-02,-5.190999945625662804e-04
9.416666806985934945e-02,-5.237999721430242062e-04
9.500000141561031064e-02,-5.284000071696937084e-04
9.583333476136128570e-02,-5.329999839887022972e-04
9.666666810711224689e-02,-5.374000174924731255e-04
9.750000145286322195e-02,-5.417999927885830402e-04
9.833333479861418314e-02,-5.462000262923538685e-04
9.916666814436515820e-02,-5.504000000655651093e-04
1.000000014901161194e-01,-5.546999746002256870e-04
1.008333348358670806e-01,-5.588000058196485043e-04
1.016666681816180556e-01,-5.629999795928597450e-04
1.025000015273690168e-01,-5.671000108122825623e-04
1.033333348731199919e-01,-5.711999838240444660e-04
1.041666682188709531e-01,-5.753000150434672832e-04
1.050000015646219281e-01,-5.792999872937798500e-04
1.058333349103728893e-01,-5.834000185132026672e-04
1.066666682561238644e-01,-5.874999915249645710e-04
1.075000016018748256e-01,-5.915000219829380512e-04
1.083333349476258006e-01,-5.955999949946999550e-04
1.091666682933767618e-01,-5.998000269755721092e-04
1.100000016391277369e-01,-6.038999999873340130e-04
1.108333349848786981e-01,-6.080999737605452538e-04
1.116666683306296731e-01,-6.124000065028667450e-04
1.125000016763806343e-01,-6.166999810375273228e-04
1.133333350221315955e-01,-6.211000145412981510e-04
1.141666683678825706e-01,-6.255999905988574028e-04
1.150000017136335317e-01,-6.301000248640775681e-04
1.158333350593845068e-01,-6.348000024445354939e-04
1.166666684051354680e-01,-6.394999800249934196e-04
1.175000017508864431e-01,-6.443000165745615959e-04
1.183333350966374042e-01,-6.491999956779181957e-04
1.191666684423883793e-01,-6.541999755427241325e-04
1.200000017881393405e-01,-6.593000143766403198e-04
1.208333351338903155e-01,-6.643999950028955936e-04
1.216666684796412767e-01,-6.696999771520495415e-04
1.225000018253922518e-01,-6.750000175088644028e-04
1.233333351711432130e-01,-6.804000004194676876e-04
1.241666685168941880e-01,-6.859999848529696465e-04
1.250000018626451492e-01,-6.916000274941325188e-04
1.258333352083961243e-01,-6.973000126890838146e-04
1.266666685541470716e-01,-7.029999978840351105e-04
1.275000018998980467e-01,-7.088999846018850803e-04
1.283333352456490217e-01,-7.147000287659466267e-04
1.291666685913999968e-01,-7.207000162452459335e-04
1.300000019371509441e-01,-7.267000037245452404e-04
1.308333352829019192e-01,-7.327999919652938843e-04
1.316666686286528942e-01,-7.388999802060425282e-04
1.325000019744038693e-01,-7.450000266544520855e-04
1.333333353201548166e-01,-7.511000148952007294e-04
1.341666686659057917e-01,-7.573000038973987103e-04
1.350000020116567667e-01,-7.633999921381473541e-04
1.358333353574077418e-01,-7.695999811403453350e-04
1.366666687031586891e-01,-7.757000275887548923e-04
1.375000020489096642e-01,-7.817000150680541992e-04
1.383333353946606392e-01,-7.878000033088028431e-04
1.391666687404115865e-01,-7.936999900266528130e-04
1.400000020861625616e-01,-7.995999767445027828e-04
1.408333354319135367e-01,-8.054000209085643291e-04
1.416666687776645117e-01,-8.112000068649649620e-04
1.425000021234154590e-01,-8.167999912984669209e-04
1.433333354691664341e-01,-8.223999757319688797e-04
1.441666688149174091e-01,-8.278000168502330780e-04
1.450000021606683842e-01,-8.331999997608363628e-04
1.458333355064193315e-01,-8.384999819099903107e-04
1.466666688521703066e-01,-8.436000207439064980e-04
1.475000021979212816e-01,-8.486000006087124348e-04
1.483333355436722567e-01,-8.534999797120690346e-04
1.491666688894232040e-01,-8.583000162616372108e-04
1.500000022351741791e-01,-8.629999938420951366e-04
1.508333355809251541e-01,-8.676000288687646389e-04
1.516666689266761014e-01,-8.721000049263238907e-04
1.525000022724270765e-01,-8.764999802224338055e-04
1.533333356181780516e-01,-8.807000122033059597e-04
1.541666689639290266e-01,-8.848999859765172005e-04
1.550000023096799739e-01,-8.890000171959400177e-04
1.558333356554309490e-01,-8.928999886848032475e-04
1.566666690011819241e-01,-8.968000183813273907e-04
1.575000023469328991e-01,-9.005999891087412834e-04
1.583333356926838464e-01,-9.043000172823667526e-04
1.591666690384348215e-01,-9.078999864868819714e-04
1.600000023841857966e-01,-9.115000138990581036e-04
1.608333357299367716e-01,-9.149999823421239853e-04
1.616666690756877189e-01,-9.185000089928507805e-04
1.625000024214386940e-01,-9.218999766744673252e-04
1.633333357671896691e-01,-9.253000025637447834e-04
1.641666691129406164e-01,-9.286000276915729046e-04
1.650000024586915914e-01,-9.319999953731894493e-04
1.658333358044425665e-01,-9.354000212624669075e-04
1.666666691501935416e-01,-9.387999889440834522e-04
1.675000024959444889e-01,-9.422000148333609104e-04
1.683333358416954639e-01,-9.455999825149774551e-04
1.691666691874464390e-01,-9.490000084042549133e-04
1.700000025331974141e-01,-9.524999768473207951e-04
1.708333358789483614e-01,-9.560000034980475903e-04
1.716666692246993364e-01,-9.595999727025628090e-04
1.725000025704503115e-01,-9.632000001147389412e-04
1.733333359162012866e-01,-9.669000282883644104e-04
1.741666692619522339e-01,-9.706999990157783031e-04
1.750000026077032089e-01,-9.745000279508531094e-04
1.758333359534541840e-01,-9.783999994397163391e-04
1.766666692992051313e-01,-9.824000298976898193e-04
1.775000026449561064e-01,-9.863999439403414726e-04
1.783333359907070814e-01,-9.904999751597642899e-04
1.791666693364580565e-01,-9.947000071406364441e-04
1.800000026822090038e-01,-9.989000391215085983e-04
1.808333360279599789e-01,-1.003199955448508263e-03
1.816666693737109539e-01,-1.007599988952279091e-03
1.825000027194619290e-01,-1.012000022456049919e-03
1.833333360652128763e-01,-1.016500056721270084e-03
1.841666694109638513e-01,-1.020999974571168423e-03
1.850000027567148264e-01,-1.025600009597837925e-03
1.858333361024658015e-01,-1.030300045385956764e-03
1.866666694482167488e-01,-1.034999964758753777e-03
1.875000027939677238e-01,-1.039800001308321953e-03
1.883333361397186989e-01,-1.044500037096440792e-03
1.891666694854696462e-01,-1.049399957992136478e-03
1.900000028312206213e-01,-1.054199994541704655e-03
1.908333361769715963e-01,-1.059100031852722168e-03
1.916666695227225714e-01,-1.063999952748417854e-03
1.925000028684735187e-01,-1.068899990059435368e-03
1.933333362142244938e-01,-1.073800027370452881e-03
1.941666695599754688e-01,-1.078699948266148567e-03
1.950000029057264439e-01,-1.083699986338615417e-03
1.958333362514773912e-01,-1.088600023649632931e-03
1.966666695972283663e-01,-1.093499944545328617e-03
1.975000029429793413e-01,-1.098399981856346130e-03
1.983333362887303164e-01,-1.103300019167363644e-03
1.991666696344812637e-01,-1.108200056478381157e-03
2.000000029802322388e-01,-1.113099977374076843e-03
2.008333363259832138e-01,-1.117900013923645020e-03
2.016666696717341611e-01,-1.122700050473213196e-03
2.025000030174851362e-01,-1.127399969846010208e-03
2.033333363632361113e-01,-1.132100005634129047e-03
2.041666697089870863e-01,-1.136700040660798550e-03
2.050000030547380336e-01,-1.141299959272146225e-03
2.058333364004890087e-01,-1.145799993537366390e-03
2.066666697462399838e-01,-1.150300027802586555e-03
2.075000030919909588e-01,-1.154799945652484894e-03
2.083333364377419061e-01,-1.159099978394806385e-03
2.091666697834928812e-01,-1.163500011898577213e-03
2.100000031292438563e-01,-1.167700043879449368e-03
2.108333364749948313e-01,-1.171899959444999695e-03
2.116666698207457786e-01,-1.176099991425871849e-03
2.125000031664967537e-01,-1.180200022645294666e-03
2.133333365122477288e-01,-1.184200053103268147e-03
2.141666698579986761e-01,-1.188099966384470463e-03
2.150000032037496511e-01,-1.191999996080994606e-03
2.158333365495006262e-01,-1.195900025777518749e-03
2.166666698952516013e-01,-1.199700054712593555e-03
2.175000032410025486e-01,-1.203399966470897198e-03
2.183333365867535236e-01,-1.206999993883073330e-03
2.191666699325044987e-01,-1.210600021295249462e-03
2.200000032782554737e-01,-1.214100047945976257e-03
2.208333366240064211e-01,-1.217599958181381226e-03
2.216666699697573961e-01,-1.220999984070658684e-03
2.225000033155083712e-01,-1.224300009198486805e-03
2.233333366612593462e-01,-1.227600034326314926e-03
2.241666700070102936e-01,-1.230899943038821220e-03
2.250000033527612686e-01,-1.233999966643750668e-03
2.258333366985122437e-01,-1.237199991010129452e-03
2.266666700442631910e-01,-1.240300014615058899e-03
2.275000033900141660e-01,-1.243400038219988346e-03
2.283333367357651411e-01,-1.246399944648146629e-03
2.291666700815161162e-01,-1.249499968253076077e-03
2.300000034272670635e-01,-1.252499991096556187e-03
2.308333367730180385e-01,-1.255500013940036297e-03
2.316666701187690136e-01,-1.258400036022067070e-03
2.325000034645199887e-01,-1.261399942450225353e-03
2.333333368102709360e-01,-1.264399965293705463e-03
2.341666701560219110e-01,-1.267399988137185574e-03
2.350000035017728861e-01,-1.270300010219216347e-03
2.358333368475238612e-01,-1.273300033062696457e-03
2.366666701932748085e-01,-1.276300055906176567e-03
2.375000035390257835e-01,-1.279299962334334850e-03
2.383333368847767586e-01,-1.282299985177814960e-03
2.391666702305277059e-01,-1.285300008021295071e-03
2.400000035762786810e-01,-1.288300030864775181e-03
2.408333369220296560e-01,-1.291400054469704628e-03
2.416666702677806311e-01,-1.294399960897862911e-03
2.425000036135315784e-01,-1.297499984502792358e-03
2.433333369592825535e-01,-1.300700008869171143e-03
2.441666703050335285e-01,-1.303800032474100590e-03
2.450000036507845036e-01,-1.307000056840479374e-03
2.458333369965354509e-01,-1.310099964030086994e-03
2.466666703422864260e-01,-1.313399989157915115e-03
2.475000036880374010e-01,-1.316600013524293900e-03
2.483333370337883761e-01,-1.319900038652122021e-03
2.491666703795393234e-01,-1.323199947364628315e-03
2.500000037252902985e-01,-1.326499972492456436e-03
2.508333370710412735e-01,-1.329699996858835220e-03
2.516666704167922486e-01,-1.333000021986663342e-03
2.525000037625432237e-01,-1.336300047114491463e-03
2.533333371082941432e-01,-1.339599955826997757e-03
2.541666704540451183e-01,-1.342899980954825878e-03
2.550000037997960933e-01,-1.346100005321204662e-03
2.558333371455470684e-01,-1.349400030449032784e-03
2.566666704912980435e-01,-1.352500054053962231e-03
2.575000038370490185e-01,-1.355699962005019188e-03
2.583333371827999936e-01,-1.358799985609948635e-03
2.591666705285509686e-01,-1.361800008453428745e-03
2.600000038743018882e-01,-1.364800031296908855e-03
2.608333372200528633e-01,-1.367800054140388966e-03
2.616666705658038383e-01,-1.370599959045648575e-03
2.625000039115548134e-01,-1.373499981127679348e-03
2.633333372573057884e-01,-1.376200001686811447e-03
2.641666706030567635e-01,-1.378900022245943546e-03
2.650000039488077386e-01,-1.381600042805075645e-03
2.658333372945586581e-01,-1.384099945425987244e-03
2.666666706403096332e-01,-1.386599964462220669e-03
2.675000039860606083e-01,-1.389099983498454094e-03
2.683333373318115833e-01,-1.391400001011788845e-03
2.691666706775625584e-01,-1.393700018525123596e-03
2.700000040233135334e-01,-1.395900035277009010e-03
2.708333373690645085e-01,-1.398100052028894424e-03
2.716666707148154836e-01,-1.400099950842559338e-03
2.725000040605664031e-01,-1.402099966071546078e-03
2.733333374063173782e-01,-1.404099981300532818e-03
2.741666707520683532e-01,-1.405999995768070221e-03
